nummer,naam,"ligging type 1","ligging nummer 1","ligging omschrijving 1","ligging hectometrering 1","ligging type 2","ligging nummer 2","ligging omschrijving 2","ligging hectometrering 2","ligging type 3","ligging nummer 3","ligging omschrijving 3","ligging hectometrering 3",thema,subthema,"eigenaar organisatie","eigenaar contactpersoon","eigenaar telefoon 1","eigenaar telefoon 2","in gedeeld beheer met organisatie","in gedeeld beheer met contactpersoon","in gedeeld beheer met telefoon 1","in gedeeld beheer met telefoon 2","beheerder organisatie","beheerder contactpersoon","beheerder telefoon 1","beheerder telefoon 2","beheerder email","geinspecteerd door",plaats,gebied,"dichtstbijzijnde hoogte markering",topcode,"gps coordinaten","rds coordinaten",opmerking,conditiescore,"laatste inspectiejaar","komende inspectiejaar","benodigd materieel","toelichting opmerkingveld","bgt nummer","bgt classificatie","imgeo classificatie","nen2767 beheerobject","Object Conditie","crow nummer","crow naam","crow info",verhardingssoort,"verhardings functie",verkeersfunctie,"wegcategorie lvvp","totale breedte","totale lengte","aantal rijbanen",peiljaar,"dichtstbijzijnde hoogtemerk",status,"volgende groot onderhoud in",id,breedte2,Wegvak,Wegnummer,Bebouwde_kom,Metrering,"Jaar conservering","Jaar deklaag","Jaar herstrating",Situering,Constructie,"Jaar aanleg",Onderhoudsproject,Wegvaknum,Lengte_Oppervlakte,objectBeginTijd,objectEindTijd,lokaalID,tijdstipRegistratie,eindRegistratie,LV-publicatiedatum,bronhouder,inOnderzoek,relatieveHoogteligging,bgt-status,plus-status,bgt-functie,bgt-fysiekVoorkomen,plus-functie,wegdeelOpTalud,ondersteunendWegdeelOpTalud,onbegroeidTerreindeelOpTalud,plus-fysiekVoorkomen,begroeidTerreindeelOpTalud,bgt-type,plus-type,identificatieBAG,nummeraanduidingreeks,typeOverbruggingsdeel,hoortBijTypeOverbrugging,overbruggingIsBeweegbaar,identificatieBAG_OPR,openbareRuimteNaam,openbareRuimteType,nauwkeurigheid,datumInwinning,inwinnendeInstantie,inwinningsmethode,bgt-classification,hectometeraanduiding,wijk,buurtcode,naamEnIdOpenbareRuimte,stadsdeel,wijkcode,creationDate,terminationDate,namespace,Objecttypegroep_IMBOR,Objecttype_IMBOR,Type_IMBOR,Typeplus_IMBOR,Typeplus2_IMBOR,Wegfunctiegroep_IMBOR,Wegfunctie_IMBOR,"Soort conservering","Type onderdeel",Gebruikersfunctie,Ondergrond2,Belang,Besteknummer,"Administratieve breedte","Soort verharding_N","Soort deklaag specifiek",Risicogetal,Actie,"Inspectie Rafeling","Inspectie Scheurvorming","Berekende lengte/oppervlakte"
VV-N351-34934,parallelweg,,,,,,,,,,,,,Verhardingen,parallelweg,,,,,,,,,,,,,,,,,,,"POLYGON((6.155077016115 52.943256733129,6.155083806528 52.943258801339,6.155084180459 52.943258915761,6.155067820391 52.943276886422,6.155052417513 52.943292613249,6.155033836459 52.943309492823,6.155020684704 52.943319579524,6.155001472534 52.943333569445,6.154985661631 52.943343870942,6.154978368141 52.943339424495,6.15497913434 52.943335627199,6.154978574438 52.943328333629,6.154976314195 52.943319100884,6.154972007707 52.943311094491,6.154969344129 52.943307678708,6.154964367811 52.943303028646,6.154956436923 52.943298712108,6.154932053711 52.943287707406,6.154909308971 52.943277662727,6.154897446525 52.943273110843,6.154895442682 52.943272521616,6.15487138691 52.943263213276,6.154858106924 52.943258418872,6.15484460809 52.943253868513,6.154830875692 52.94324957128,6.154816924603 52.943245527077,6.154802784733 52.943241744699,6.154786131322 52.9432371517,6.154758994905 52.943229462761,6.154727597472 52.943221414771,6.154705897689 52.943215793763,6.154686655116 52.943211163467,6.154664227109 52.943204738331,6.154659056187 52.943203396598,6.154693692114 52.943175701818,6.154745103509 52.943189103068,6.154748773968 52.943188872788,6.154801073299 52.943201162949,6.154829081786 52.94320853174,6.154855199906 52.943216685528,6.1548864282 52.94322610953,6.154895739108 52.943229383737,6.154937881826 52.943244435117,6.154970807017 52.943256445336,6.154997987647 52.943265796475,6.155016596023 52.943268202105,6.155033064139 52.943268186106,6.15505137372 52.943265453282,6.155066082139 52.94326181798,6.155077016115 52.943256733129))","POLYGON((206617.2 550964.288,206617.654 550964.523,206617.679 550964.536,206616.558 550966.524,206615.504 550968.263,206614.235 550970.128,206613.339 550971.241,206612.031 550972.784,206610.956 550973.919,206610.471 550973.419,206610.527 550972.997,206610.498 550972.185,206610.357 550971.156,206610.077 550970.262,206609.902 550969.88,206609.573 550969.359,206609.045 550968.873,206607.419 550967.631,206605.902 550966.497,206605.11 550965.982,206604.976 550965.915,206603.37 550964.862,206602.483 550964.319,206601.581 550963.803,206600.663 550963.315,206599.73 550962.855,206598.784 550962.424,206597.67 550961.901,206595.855 550961.026,206593.754 550960.108,206592.302 550959.467,206591.014 550958.938,206589.514 550958.207,206589.168 550958.054,206591.529 550954.997,206594.969 550956.525,206595.216 550956.502,206598.717 550957.907,206600.591 550958.747,206602.337 550959.673,206604.425 550960.744,206605.047 550961.115,206607.862 550962.82,206610.061 550964.18,206611.877 550965.24,206613.125 550965.521,206614.232 550965.531,206615.466 550965.24,206616.459 550964.846,206617.2 550964.288))",,,2022,,,,P0021.9376c9812af9426ab91f2bae64f58f49,,,,"geen beoordeling",,,,,,,,,,,,,,,a8e1c5e1882923954966284d61bf175e,,106,N351,"buiten bebouwde kom","10,6",,2022,,links,,1961,N351-PWL-08.5-12.4,106,128.14,,,,20230227200244,,,P0021,,0,bestaand,,"rijbaan lokale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-12,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,parallelweg,parallelweg,,,22-05-WB,,"AC surf","AC 16 surf DL-A",,,A+,A+,128.14
VV-N351-37263,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((6.292491561525 52.977056970501,6.292494931796 52.977060099307,6.29250269698 52.977067661218,6.292511230636 52.977074947705,6.292519618236 52.977082370099,6.292528131967 52.977089414094,6.292530128558 52.977091636661,6.292530736449 52.977093663053,6.292530242587 52.977095688805,6.292528702592 52.977097524774,6.292526761174 52.977098671807,6.292526275913 52.977098963058,6.292523212623 52.977099857975,6.292519838349 52.97710011719,6.292516509793 52.977099711043,6.292512209662 52.977098404597,6.292501120205 52.977092791026,6.292490049688 52.977086656081,6.29247826134 52.977081083749,6.292466133605 52.977075657774,6.292456550195 52.977071587492,6.292452322759 52.977069480676,6.292449080919 52.977066800232,6.292447051701 52.977063724173,6.292446357929 52.977060431304,6.292447048933 52.97705714592,6.292449515238 52.977053316872,6.292453781129 52.977050112249,6.292456128953 52.977049177819,6.292459466107 52.977047849468,6.292466008615 52.97704673049,6.292472815265 52.977046858665,6.292476730162 52.97704753896,6.292480400404 52.97704862551,6.292483690895 52.977050065419,6.292486526831 52.977051841279,6.292486891008 52.977052171029,6.292488802516 52.977053881998,6.292491561525 52.977056970501),(6.292526990779 52.977091813205,6.292525531827 52.977090386383,6.292517124167 52.977083431451,6.292508721494 52.977076000185,6.292500157319 52.977068677982,6.292492361803 52.977061089341,6.292488930867 52.977057907073,6.29248621745 52.977054863159,6.29248411205 52.977053135685,6.292481609211 52.977051626902,6.292478739265 52.977050363542,6.292475592276 52.977049380869,6.292472228535 52.977048714372,6.29246638985 52.977048596839,6.2924607818 52.977049546977,6.292458153383 52.977050591372,6.292455894128 52.977051489184,6.29245222885 52.977054221948,6.292450093715 52.977057509285,6.292449513581 52.977060398414,6.29245012433 52.977063278523,6.292451922411 52.97706597889,6.292454785189 52.977068329698,6.292458515782 52.977070170676,6.292467918878 52.977074161443,6.292480106717 52.977079613923,6.292491684605 52.977085088995,6.292503085978 52.977091383195,6.29251391957 52.977096863903,6.292514114583 52.97709693432,6.292514309596 52.977097004736,6.292518008681 52.977098046133,6.292520794426 52.977098123884,6.292523433867 52.97709760962,6.292524509899 52.977097089226,6.292525615516 52.977096559621,6.292527029758 52.97709512002,6.292527501508 52.977093462891,6.292526990779 52.977091813205)))","MULTIPOLYGON(((215806.895 554832.504,215807.117 554832.855,215807.628 554833.703,215808.191 554834.521,215808.744 554835.354,215809.306 554836.145,215809.437 554836.394,215809.475 554836.62,215809.439 554836.845,215809.333 554837.048,215809.201 554837.174,215809.168 554837.206,215808.961 554837.303,215808.734 554837.329,215808.511 554837.281,215808.224 554837.132,215807.487 554836.498,215806.752 554835.806,215805.968 554835.176,215805.161 554834.562,215804.523 554834.101,215804.242 554833.863,215804.028 554833.562,215803.896 554833.218,215803.854 554832.851,215803.905 554832.486,215804.076 554832.062,215804.367 554831.709,215804.526 554831.607,215804.752 554831.462,215805.193 554831.343,215805.65 554831.363,215805.912 554831.442,215806.157 554831.566,215806.376 554831.729,215806.564 554831.929,215806.588 554831.966,215806.714 554832.158,215806.895 554832.504),(215809.226 554836.411,215809.13 554836.251,215808.575 554835.47,215808.021 554834.636,215807.456 554833.814,215806.943 554832.963,215806.717 554832.606,215806.539 554832.265,215806.4 554832.071,215806.234 554831.901,215806.043 554831.758,215805.833 554831.646,215805.608 554831.569,215805.216 554831.551,215804.838 554831.652,215804.66 554831.766,215804.507 554831.864,215804.257 554832.165,215804.109 554832.529,215804.066 554832.85,215804.103 554833.171,215804.22 554833.473,215804.409 554833.737,215804.657 554833.945,215805.283 554834.397,215806.094 554835.014,215806.864 554835.633,215807.621 554836.343,215808.341 554836.962,215808.354 554836.97,215808.367 554836.978,215808.614 554837.097,215808.801 554837.108,215808.979 554837.053,215809.052 554836.996,215809.127 554836.938,215809.224 554836.779,215809.258 554836.595,215809.226 554836.411)))",,,,,,,P0021.4ec709bd1f7a4e76805aba6648abf1ea,,,,,,,,,,,,,,,,,,,b430e9f5b8e72d10c283063093f855ba,,1,N351,"buiten bebouwde kom","0,1",,,,midden,,,,1,3.44,,,,20190726105746,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-07-25,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,,,elementenverharding,betonelementen,,,A+,A+,3.44
VV-N351-34132,"inrit en doorsteek - links",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.178227760374 52.953489141004,6.178224378474 52.953499569946,6.178202186563 52.95349106274,6.178163419169 52.953476051099,6.178180341098 52.953471310928,6.178216895512 52.953439831267,6.178263551536 52.953458241529,6.178258535254 52.953462246849,6.178227760374 52.953489141004))","POLYGON((208160.9 552119.72,208160.66 552120.878,208159.179 552119.915,208156.592 552118.216,208157.735 552117.701,208160.23 552114.225,208163.343 552116.308,208163.001 552116.75,208160.9 552119.72))",,,,,,,P0021.8ca2dde186dd48599a75a9ee46aebf82,,,,,,,,,,,,,,,,,,,b87b1bd3c56385654ad3be1619f3484d,,87,N351,"buiten bebouwde kom","8,7",,,,links,,,N351-PWL-08.5-12.4,87,20.49,,,,20230227200244,,,P0021,,0,bestaand,,inrit,"half verhard",,0,,,puin,,,,,,,,,,,,,,,,wegdeel,,,,,,,2017-04-05,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Halfverharding,,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,19-43-WB,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,20.49
VV-N351-35244,molgoot,,,,,,,,,,,,,Verhardingen,molgoot,,,,,,,,,,,,,,,,,,,"POLYGON((6.053863220693 52.891182680154,6.053862223287 52.891183530476,6.053717165603 52.8911295488,6.053717835049 52.891128628417,6.053863220693 52.891182680154))","POLYGON((199867.14 545102.045,199867.072 545102.139,199857.365 545096.042,199857.411 545095.94,199867.14 545102.045))",,,,,,,P0021.95d0e3f78b634cae83ad7b6561ae47d9,,,,,,,,,,,,,,,,,,,b971743a893ab26fe3fc5470f241a4f0,,197,N351,"buiten bebouwde kom","19,7",,,,links,,,N351-HRB-19.4-21.6,197,1.3,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan regionale weg","open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-19,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Rijbaan,,molgoot,"niet van toepassing",,,,,elementenverharding,betonstraatsteen,,,A+,A+,1.3
VV-N351-34289,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.073991403764 52.905655144973,6.073972492841 52.905664312359,6.073932958637 52.905634290631,6.073950595049 52.905627251442,6.073991403764 52.905655144973))","POLYGON((201206.453 546725.177,201205.171 546726.185,201202.543 546722.819,201203.737 546722.047,201206.453 546725.177))",,,,,,,P0021.8e08a8f9172244ee953421b403c81256,,,,,,,,,,,,,,,,,,,bdae72ec8edc27050f8bbfeef535ad7c,,175,N351,"buiten bebouwde kom","17,5",,,,links,,,N351-PWL-13.3-19.8,175,6.4,,,,20180712134046,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2017-05-03,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,"betonstraatsteen keiformaat",,,A+,A+,6.4
VV-N351-36082,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((5.915215081691 52.844647817045,5.915190137263 52.844665532488,5.915130286523 52.844649154086,5.915134690994 52.844643922287,5.91513777106 52.844638408777,5.915141693505 52.844631363794,5.915136130277 52.844607016439,5.915244760607 52.844636218561,5.915215081691 52.844647817045))","POLYGON((190573.859 539846.603,190572.164 539848.562,190568.145 539846.71,190568.446 539846.13,190568.658 539845.518,190568.928 539844.736,190568.573 539842.024,190575.868 539845.327,190573.859 539846.603))",,,,,,,P0021.9cd981991f1e4a168c282cbb1ed6a68e,,,,,,,,,,,,,,,,,,,bdbad587b4a8f9014798d22a7be653d3,,315,N351,"buiten bebouwde kom","31,5",,,,rechts,,,N351-PWR-30.7-35.0,315,25.36,,,,20180111133449,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-06-30,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,25.36
VV-N351-35463,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek","Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((5.958334156583 52.859346287799,5.958276517297 52.859326954788,5.958298905356 52.859301783646,5.958355869581 52.859320589662,5.958354629261 52.859321116831,5.958347938961 52.859324986196,5.958334156583 52.859346287799))","POLYGON((193465.98 541504.292,193462.115 541502.11,193463.645 541499.321,193467.465 541501.444,193467.381 541501.502,193466.927 541501.929,193465.98 541504.292))",,,,,,,P0021.bb34f7f171ae442fa47e4fb6f2371458,,,,,,,,,,,,4.6,,1x2,,,,,c0f9e3b0691adeff9b5515cf7e8530bf,,281,N351,"buiten bebouwde kom","28,1",,,,links,,,,281,13.66,,,,20240226123006,,,P0021,,0,bestaand,,inrit,"gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2017-05-18,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,4.6,"nog toewijzen2","nog toewijzen",,,A+,A+,13.66
VV-N351-34467,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.184530416419 52.95603013264,6.184519645781 52.956031121162,6.184509256744 52.956033446149,6.184504990696 52.956035334859,6.184502068873 52.956037493183,6.184497844675 52.956042482009,6.184496570908 52.956045249413,6.18449601315 52.956048110892,6.184496634555 52.956053606579,6.184498202878 52.956056364002,6.184501184397 52.956059094021,6.184508140803 52.956063540923,6.184383811953 52.95600672122,6.184384341603 52.95600557638,6.184386789187 52.956005964447,6.184391658624 52.956006147633,6.184400281889 52.956004912838,6.184404443045 52.956003797685,6.184408328318 52.956002244027,6.184414817035 52.955998210652,6.184417367209 52.955996072783,6.184419237956 52.955993400249,6.184419862879 52.955990142909,6.184418491933 52.955979466923,6.184468209116 52.956001413062,6.18447433441 52.956004355754,6.184497397409 52.956014788119,6.184503120805 52.956017724505,6.184530416419 52.95603013264))","POLYGON((208581.337 552407.135,208580.612 552407.237,208579.911 552407.488,208579.622 552407.695,208579.423 552407.933,208579.133 552408.485,208579.044 552408.792,208579.003 552409.11,208579.038 552409.722,208579.14 552410.03,208579.337 552410.336,208579.799 552410.836,208571.514 552404.421,208571.551 552404.294,208571.715 552404.339,208572.042 552404.363,208572.623 552404.232,208572.904 552404.111,208573.167 552403.941,208573.608 552403.497,208573.782 552403.261,208573.911 552402.965,208573.957 552402.603,208573.878 552401.414,208577.192 552403.893,208577.6 552404.225,208579.137 552405.403,208579.518 552405.734,208581.337 552407.135))",,,,,,,P0021.8f69c66d52e342ab94411fbb68baa107,,,,,,,,,,,,,,,,,,,c1599cdcddbb94372fb72b0d73763475,,82,N351,"buiten bebouwde kom","8,2",,,,links,,,N351-HRB-07.6-08.4,82,31.31,,,,20191015123901,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2017-04-05,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek",stroomweg,,hoog,,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,31.31
VV-N351-35149,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.117284672073 52.925626742063,6.117220994813 52.925595552226,6.117263498794 52.925578028958,6.117296479508 52.925592116113,6.117284672073 52.925626742063))","POLYGON((204096.656 548976.12,204092.409 548972.606,204095.287 548970.685,204097.489 548972.275,204096.656 548976.12))",,,,,,,P0021.9521b400d89e453791002afcd7380a58,,,,,,,,,,,,,,,,,,,c5d977aa5d387228a70c72d99c9568c6,,139,N351,"buiten bebouwde kom","13,9",,,,links,,,N351-PWL-13.3-19.8,139,14.03,,,,20210215130324,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-08,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,14.03
VV-N351-35062,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((5.916656691127 52.845049340827,5.916656114355 52.845049514135,5.916644863098 52.845062963294,5.916594700594 52.845047558107,5.916604600869 52.845035310185,5.91660483475 52.845035012585,5.91659140558 52.845007123506,5.916697782968 52.845036424177,5.916656691127 52.845049340827))","POLYGON((190670.657 539891.994,190670.618 539892.013,190669.849 539893.504,190666.482 539891.765,190667.159 539890.407,190667.175 539890.374,190666.293 539887.264,190673.436 539890.577,190670.657 539891.994))",,,,,,,P0021.946542be17734bbda7c464456ce8b1da,,,,,,,,,,,,,,,,,,,c8f1f31ba3ee0eea6247113fc40445a4,,314,N351,"buiten bebouwde kom","31,4",,,,rechts,,,N351-PWR-30.7-35.0,314,20.57,,,,20180111133449,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-06-30,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,"betonstraatsteen keiformaat",,,A+,A+,20.57
VV-N351-35028,fietspad,,,,,,,,,,,,,Verhardingen,fietspad,,,,,,,,,,,,,,,,,,,"POLYGON((6.070511432404 52.903060000349,6.07051106787 52.903062347962,6.070507192258 52.903087254293,6.070450877339 52.903044548401,6.070472718089 52.903047865278,6.070474460113 52.903048061999,6.070487622104 52.903049550336,6.070492412445 52.903047941256,6.07049616201 52.903045358585,6.070498966003 52.903046933177,6.07051438075 52.903055606953,6.070511432404 52.903060000349))","POLYGON((200975.061 546434.178,200975.034 546434.439,200974.747 546437.208,200971.003 546432.42,200972.469 546432.803,200972.586 546432.826,200973.47 546433,200973.794 546432.824,200974.049 546432.539,200974.236 546432.716,200975.264 546433.691,200975.061 546434.178))",,,,,,,P0021.94196f7ace03451ebd4d8dd47d1557a6,,,,,,,,,,,,,,,,,,,c904a6403f596924f671b7f48bddc3ff,,179,N351,"buiten bebouwde kom","17,9",,,,links,,,N351-PWL-13.3-19.8,179,8.47,,,,20180712134046,,,P0021,,0,bestaand,,fietspad,"open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-06-27,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Fietspad,,,fietspad,"fytsroute overig",,,,,elementenverharding,"betonstraatsteen keiformaat",,,A+,A+,8.47
